State,Year,Month
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,April
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,August
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,December
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,February
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,January
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,July
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,June
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,March
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,May
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,November
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,October
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2015,September
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,April
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,August
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,December
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,February
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,January
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,July
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,June
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,March
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,May
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,November
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,October
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2016,September
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,April
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,August
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,December
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,February
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,January
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,July
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,June
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,March
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,May
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,November
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,October
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2017,September
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,April
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,August
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,December
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,February
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,January
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,July
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,June
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,March
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,May
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,November
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,October
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2018,September
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,April
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,August
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,December
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,February
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,January
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,July
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,June
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,March
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,May
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,November
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,October
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2019,September
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,April
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,August
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,December
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,February
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,January
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,July
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,June
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,March
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,May
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,November
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,October
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2020,September
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,April
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,August
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,December
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,February
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,January
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,July
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,June
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,March
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,May
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,November
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,October
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2021,September
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,April
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,August
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,December
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,February
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,January
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,July
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,June
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,March
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,May
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,November
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,October
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2022,September
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,April
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,August
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,December
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,February
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,January
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,July
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,June
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,March
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,May
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,November
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,October
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2023,September
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,April
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,February
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,January
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,June
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,March
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alaska,2024,May
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,April
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,August
Alabama,2015,December
Alabama,2015,December
Alabama,2015,December
Alabama,2015,December
Alabama,2015,December
Alabama,2015,December
Alabama,2015,December
